Extract Name	Comment [TCGA Barcode]	Material Type	Protocol REF	Assay Name	Protocol REF	Assay Name	Protocol REF	Assay Name	Comment [NCBI SRA Experiment Accession]	Annotation REF	Protocol REF	Data Transformation Name	Derived Data File REF	Comment [Genome reference]	Comment [NCBI dbGAP Experiment Accession]	Comment [TCGA Include for Analysis]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Protocol REF	Data Transformation Name	Derived Data File	Comment [TCGA Include for Analysis]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Archive Name]
04931dc2-f51b-4d87-97e9-af5af0132e23	TCGA-A3-3370-01A-02R-1420-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	04931dc2-f51b-4d87-97e9-af5af0132e23 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	04931dc2-f51b-4d87-97e9-af5af0132e23 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	04931dc2-f51b-4d87-97e9-af5af0132e23 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	04931dc2-f51b-4d87-97e9-af5af0132e23 consensus_mRNA	UNCID_1163205.04931dc2-f51b-4d87-97e9-af5af0132e23.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_quantification:IlluminaHiSeq_RNASeqV2:2	04931dc2-f51b-4d87-97e9-af5af0132e23 gene_expression	unc.edu.04931dc2-f51b-4d87-97e9-af5af0132e23.1768108.bt.exon_quantification.txt	yes	exon_quantification	Level 3	unc.edu_KIRC.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
04a943a3-4942-482b-b70d-cc190bc2008c	TCGA-CZ-5982-01A-11R-1672-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	04a943a3-4942-482b-b70d-cc190bc2008c reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	04a943a3-4942-482b-b70d-cc190bc2008c library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	04a943a3-4942-482b-b70d-cc190bc2008c RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	04a943a3-4942-482b-b70d-cc190bc2008c consensus_mRNA	UNCID_1184057.04a943a3-4942-482b-b70d-cc190bc2008c.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_quantification:IlluminaHiSeq_RNASeqV2:2	04a943a3-4942-482b-b70d-cc190bc2008c gene_expression	unc.edu.04a943a3-4942-482b-b70d-cc190bc2008c.1762511.bt.exon_quantification.txt	yes	exon_quantification	Level 3	unc.edu_KIRC.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
05ee2da4-e22f-4cf0-911c-ca089ceba8f0	TCGA-CZ-5457-11A-01R-1503-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	05ee2da4-e22f-4cf0-911c-ca089ceba8f0 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	05ee2da4-e22f-4cf0-911c-ca089ceba8f0 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	05ee2da4-e22f-4cf0-911c-ca089ceba8f0 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	05ee2da4-e22f-4cf0-911c-ca089ceba8f0 consensus_mRNA	UNCID_1190920.05ee2da4-e22f-4cf0-911c-ca089ceba8f0.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_quantification:IlluminaHiSeq_RNASeqV2:2	05ee2da4-e22f-4cf0-911c-ca089ceba8f0 gene_expression	unc.edu.05ee2da4-e22f-4cf0-911c-ca089ceba8f0.1764901.bt.exon_quantification.txt	yes	exon_quantification	Level 3	unc.edu_KIRC.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
06f58c00-4b08-4d06-a3f8-eef3d67071f0	TCGA-CJ-4637-01A-02R-1325-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	06f58c00-4b08-4d06-a3f8-eef3d67071f0 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	06f58c00-4b08-4d06-a3f8-eef3d67071f0 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	06f58c00-4b08-4d06-a3f8-eef3d67071f0 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	06f58c00-4b08-4d06-a3f8-eef3d67071f0 consensus_mRNA	UNCID_1180067.06f58c00-4b08-4d06-a3f8-eef3d67071f0.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_quantification:IlluminaHiSeq_RNASeqV2:2	06f58c00-4b08-4d06-a3f8-eef3d67071f0 gene_expression	unc.edu.06f58c00-4b08-4d06-a3f8-eef3d67071f0.1769274.bt.exon_quantification.txt	yes	exon_quantification	Level 3	unc.edu_KIRC.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
07319fab-b1e4-4954-ba4c-c2348f804b95	TCGA-CW-5590-01A-01R-1541-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	07319fab-b1e4-4954-ba4c-c2348f804b95 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	07319fab-b1e4-4954-ba4c-c2348f804b95 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	07319fab-b1e4-4954-ba4c-c2348f804b95 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	07319fab-b1e4-4954-ba4c-c2348f804b95 consensus_mRNA	UNCID_1180543.07319fab-b1e4-4954-ba4c-c2348f804b95.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_quantification:IlluminaHiSeq_RNASeqV2:2	07319fab-b1e4-4954-ba4c-c2348f804b95 gene_expression	unc.edu.07319fab-b1e4-4954-ba4c-c2348f804b95.1762909.bt.exon_quantification.txt	yes	exon_quantification	Level 3	unc.edu_KIRC.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
07a4d275-d7bb-4aee-ae7e-b056a8785643	TCGA-CJ-4918-01A-01R-1426-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	07a4d275-d7bb-4aee-ae7e-b056a8785643 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	07a4d275-d7bb-4aee-ae7e-b056a8785643 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	07a4d275-d7bb-4aee-ae7e-b056a8785643 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	07a4d275-d7bb-4aee-ae7e-b056a8785643 consensus_mRNA	UNCID_1089948.07a4d275-d7bb-4aee-ae7e-b056a8785643.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_quantification:IlluminaHiSeq_RNASeqV2:2	07a4d275-d7bb-4aee-ae7e-b056a8785643 gene_expression	unc.edu.07a4d275-d7bb-4aee-ae7e-b056a8785643.1766506.bt.exon_quantification.txt	yes	exon_quantification	Level 3	unc.edu_KIRC.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
07e52141-d5c6-456f-bad7-cedec6a93ea0	TCGA-BP-5173-01A-01R-1426-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	07e52141-d5c6-456f-bad7-cedec6a93ea0 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	07e52141-d5c6-456f-bad7-cedec6a93ea0 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	07e52141-d5c6-456f-bad7-cedec6a93ea0 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	07e52141-d5c6-456f-bad7-cedec6a93ea0 consensus_mRNA	UNCID_1089368.07e52141-d5c6-456f-bad7-cedec6a93ea0.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_quantification:IlluminaHiSeq_RNASeqV2:2	07e52141-d5c6-456f-bad7-cedec6a93ea0 gene_expression	unc.edu.07e52141-d5c6-456f-bad7-cedec6a93ea0.1766788.bt.exon_quantification.txt	yes	exon_quantification	Level 3	unc.edu_KIRC.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
08489083-0870-4546-a53f-c4064952b690	TCGA-B8-4153-01B-11R-1672-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	08489083-0870-4546-a53f-c4064952b690 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	08489083-0870-4546-a53f-c4064952b690 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	08489083-0870-4546-a53f-c4064952b690 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	08489083-0870-4546-a53f-c4064952b690 consensus_mRNA	UNCID_1174653.08489083-0870-4546-a53f-c4064952b690.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_quantification:IlluminaHiSeq_RNASeqV2:2	08489083-0870-4546-a53f-c4064952b690 gene_expression	unc.edu.08489083-0870-4546-a53f-c4064952b690.1762503.bt.exon_quantification.txt	yes	exon_quantification	Level 3	unc.edu_KIRC.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
08987013-c189-4816-af55-7ecb3d67ffda	TCGA-CJ-5681-11A-01R-1541-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	08987013-c189-4816-af55-7ecb3d67ffda reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	08987013-c189-4816-af55-7ecb3d67ffda library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	08987013-c189-4816-af55-7ecb3d67ffda RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	08987013-c189-4816-af55-7ecb3d67ffda consensus_mRNA	UNCID_1191134.08987013-c189-4816-af55-7ecb3d67ffda.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_quantification:IlluminaHiSeq_RNASeqV2:2	08987013-c189-4816-af55-7ecb3d67ffda gene_expression	unc.edu.08987013-c189-4816-af55-7ecb3d67ffda.1763682.bt.exon_quantification.txt	yes	exon_quantification	Level 3	unc.edu_KIRC.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
08dc8bd5-4ae2-456f-858c-df61c89e654e	TCGA-CZ-5468-01A-01R-1503-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	08dc8bd5-4ae2-456f-858c-df61c89e654e reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	08dc8bd5-4ae2-456f-858c-df61c89e654e library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	08dc8bd5-4ae2-456f-858c-df61c89e654e RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	08dc8bd5-4ae2-456f-858c-df61c89e654e consensus_mRNA	UNCID_1189214.08dc8bd5-4ae2-456f-858c-df61c89e654e.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_quantification:IlluminaHiSeq_RNASeqV2:2	08dc8bd5-4ae2-456f-858c-df61c89e654e gene_expression	unc.edu.08dc8bd5-4ae2-456f-858c-df61c89e654e.1764893.bt.exon_quantification.txt	yes	exon_quantification	Level 3	unc.edu_KIRC.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
